,keys,card
25237,Synset('green_olive.n.01'),1
25238,Synset('polybutylene.n.01'),1
25239,Synset('vx_gas.n.01'),1
25240,Synset('coiner.n.02'),1
25241,Synset('sachem.n.02'),1
25242,Synset('kshatriya.n.01'),1
25243,Synset('shudra.n.01'),1
25244,Synset('granddaughter.n.01'),1
25245,Synset('great_grandchild.n.01'),1
25246,Synset('pomologist.n.01'),1
25247,Synset('chain-smoker.n.01'),1
25248,Synset('cigarette_smoker.n.01'),1
25249,Synset('bar_sinister.n.02'),1
25250,Synset('demerit.n.01'),1
25251,Synset('web_log.n.01'),1
25252,Synset('hypostasis.n.04'),1
25253,Synset('quintessence.n.02'),1
25254,Synset('abyss.n.01'),1
25255,Synset('astroglia.n.01'),1
25256,Synset('oligodendroglia.n.01'),1
25257,Synset('brood.n.01'),1
25258,Synset('clowder.n.01'),1
25259,Synset('drove.n.01'),1
25260,Synset('flock.n.05'),1
25261,Synset('herd.n.02'),1
25262,Synset('pack.n.06'),1
25263,Synset('pride.n.04'),1
25264,Synset('team.n.02'),1
25265,Synset('mutual_understanding.n.01'),1
25266,Synset('earlobe.n.01'),1
25267,Synset('hepatic_lobe.n.01'),1
25268,Synset('lobule.n.01'),1
25269,Synset('parietal_lobe.n.01'),1
25270,Synset('temporal_lobe.n.01'),1
25271,Synset('central_nervous_system.n.01'),1
25272,Synset('endocrine_system.n.01'),1
25273,Synset('integumentary_system.n.01'),1
25274,Synset('muscular_structure.n.01'),1
25275,Synset('nervous_system.n.01'),1
25276,Synset('reproductive_system.n.01'),1
25277,Synset('reticuloendothelial_system.n.01'),1
25278,Synset('skeletal_system.n.01'),2
25279,Synset('urogenital_system.n.01'),1
25280,Synset('venation.n.02'),1
25281,Synset('draft_dodger.n.01'),1
25282,Synset('pursued.n.01'),1
25283,Synset('footman.n.01'),1
25284,Synset('berber.n.02'),1
25285,Synset('cushitic.n.01'),1
25286,Synset('hamitic.n.01'),1
25287,Synset('semitic.n.01'),6
25288,Synset('niger-congo.n.01'),6
25289,Synset('dentist.n.01'),1
25290,Synset('inoculator.n.01'),1
25291,Synset('badaga.n.01'),1
25292,Synset('kolam.n.01'),1
25293,Synset('savara.n.01'),1
25294,Synset('tulu.n.01'),1
25295,Synset('coinage.n.01'),4
25296,Synset('hard_currency.n.01'),1
25297,Synset('paper_money.n.01'),3
25298,Synset('timeline.n.01'),1
25299,Synset('line_of_march.n.02'),1
25300,Synset('picket_line.n.01'),1
25301,Synset('trap_line.n.01'),1
25302,Synset('arthropod_family.n.01'),1
25303,Synset('bird_family.n.01'),1
25304,Synset('chordate_family.n.01'),1
25305,Synset('ctenophore_family.n.01'),1
25306,Synset('echinoderm_family.n.01'),2
25307,Synset('fern_family.n.01'),1
25308,Synset('fish_family.n.01'),1
25309,Synset('fungus_family.n.01'),3
25310,Synset('mollusk_family.n.01'),1
25311,Synset('moss_family.n.01'),1
25312,Synset('plant_family.n.01'),2
25313,Synset('reptile_family.n.01'),1
25314,Synset('double_time.n.01'),1
25315,Synset('cheap_money.n.01'),1
25316,Synset('credit_line.n.01'),5
25317,Synset('import_credit.n.01'),1
25318,Synset('advance.n.05'),1
25319,Synset('contribution.n.04'),1
25320,Synset('deductible.n.01'),1
25321,Synset('figure.n.07'),1
25322,Synset('gross.n.02'),1
25323,Synset('payroll.n.02'),1
25324,Synset('purse.n.02'),1
25325,Synset('female_bonding.n.01'),1
25326,Synset('maternal-infant_bonding.n.01'),1
25327,Synset('cayuga.n.02'),1
25328,Synset('mohawk.n.02'),1
25329,Synset('onondaga.n.02'),1
25330,Synset('tuscarora.n.02'),1
25331,Synset('affirmation.n.04'),1
25332,Synset('confession_of_judgment.n.01'),1
25333,Synset('final_judgment.n.01'),2
25334,Synset('judgment_in_personam.n.01'),1
25335,Synset('judgment_of_dismissal.n.01'),1
25336,Synset('non_prosequitur.n.01'),1
25337,Synset('reversal.n.05'),1
25338,Synset('neostigmine.n.01'),1
25339,Synset('cyproheptadine.n.01'),1
25340,Synset('pheniramine.n.01'),1
25341,Synset('active_placebo.n.01'),1
25342,Synset('davis_cup.n.01'),1
25343,Synset('apostrophe.n.02'),1
25344,Synset('bracket.n.02'),1
25345,Synset('colon.n.05'),1
25346,Synset('exclamation_mark.n.01'),1
25347,Synset('parenthesis.n.01'),1
25348,Synset('question_mark.n.01'),1
25349,Synset('semicolon.n.01'),1
25350,Synset('swung_dash.n.01'),1
25351,Synset('couplet.n.02'),1
25352,Synset('octave.n.03'),1
25353,Synset('quatrain.n.01'),1
25354,Synset('sestet.n.05'),1
25355,Synset('strophe.n.01'),1
25356,Synset('compound.n.01'),1
25357,Synset('balanced_budget.n.01'),1
25358,Synset('serration.n.02'),1
25359,Synset('arithmetic_progression.n.01'),1
25360,Synset('harmonic_progression.n.01'),1
25361,Synset('binder.n.02'),1
25362,Synset('rubber_cement.n.01'),1
25363,Synset('trisodium_phosphate.n.01'),1
25364,Synset('transudate.n.01'),1
25365,Synset('art_paper.n.01'),1
25366,Synset('card.n.01'),7
25367,Synset('computer_paper.n.01'),1
25368,Synset('drawing_paper.n.01'),1
25369,Synset('greaseproof_paper.n.01'),1
25370,Synset('manifold_paper.n.01'),1
25371,Synset('oilpaper.n.01'),1
25372,Synset('papier-mache.n.01'),1
25373,Synset('roofing_paper.n.01'),1
25374,Synset('tracing_paper.n.01'),1
25375,Synset('wax_paper.n.01'),1
25376,Synset('lute.n.01'),1
25377,Synset('big_toe.n.01'),1
25378,Synset('little_toe.n.01'),1
25379,Synset('nootka.n.02'),1
25380,Synset('civil_list.n.01'),1
25381,Synset('sculpture.n.02'),1
25382,Synset('bid_price.n.01'),1
25383,Synset('factory_price.n.01'),1
25384,Synset('purchase_price.n.01'),1
25385,Synset('support_level.n.01'),1
25386,Synset('carbon_monoxide.n.01'),1
25387,Synset('ammonium_carbamate.n.01'),1
25388,Synset('methyl_salicylate.n.01'),1
25389,Synset('running_title.n.01'),1
25390,Synset('salat.n.01'),1
25391,Synset('shahadah.n.01'),1
25392,Synset('cloven_foot.n.02'),1
25393,Synset('ossification.n.03'),1
25394,Synset('social_process.n.01'),2
25395,Synset('adaptation.n.02'),1
25396,Synset('aging.n.02'),1
25397,Synset('antisepsis.n.02'),1
25398,Synset('autoregulation.n.01'),1
25399,Synset('blooming.n.01'),1
25400,Synset('carbon_cycle.n.01'),1
25401,Synset('cell_division.n.01'),2
25402,Synset('cytokinesis.n.01'),1
25403,Synset('deossification.n.01'),1
25404,Synset('eburnation.n.01'),1
25405,Synset('effacement.n.01'),1
25406,Synset('eutrophication.n.01'),1
25407,Synset('expression.n.07'),1
25408,Synset('gastrulation.n.01'),1
25409,Synset('growth.n.01'),4
25410,Synset('heredity.n.01'),1
25411,Synset('hypostasis.n.01'),1
25412,Synset('inhibition.n.03'),1
25413,Synset('involution.n.01'),1
25414,Synset('keratinization.n.01'),1
25415,Synset('lymphopoiesis.n.01'),1
25416,Synset('maturation.n.01'),1
25417,Synset('metamorphosis.n.01'),1
25418,Synset('nitrogen_fixation.n.01'),1
25419,Synset('nutrition.n.01'),1
25420,Synset('ossification.n.01'),1
25421,Synset('oxidative_phosphorylation.n.01'),1
25422,Synset('pathologic_process.n.01'),8
25423,Synset('preservation.n.03'),2
25424,Synset('quellung.n.01'),1
25425,Synset('regeneration.n.01'),1
25426,Synset('replication.n.02'),1
25427,Synset('resorption.n.01'),1
25428,Synset('secretion.n.01'),2
25429,Synset('shedding.n.01'),1
25430,Synset('symphysis.n.02'),1
25431,Synset('synizesis.n.01'),1
25432,Synset('transduction.n.01'),1
25433,Synset('translocation.n.01'),1
25434,Synset('transpiration.n.03'),1
25435,Synset('ulceration.n.02'),1
25436,Synset('vesiculation.n.01'),1
25437,Synset('being.n.01'),15
25438,Synset('condition.n.01'),633
25439,Synset('conditionality.n.01'),1
25440,Synset('damnation.n.02'),1
25441,Synset('death.n.03'),1
25442,Synset('dependence.n.01'),1
25443,Synset('dystopia.n.01'),1
25444,Synset('end.n.06'),1
25445,Synset('feeling.n.01'),143
25446,Synset('freedom.n.01'),6
25447,Synset('ground_state.n.01'),1
25448,Synset('homozygosity.n.01'),1
25449,Synset('illumination.n.02'),5
25450,Synset('imminence.n.01'),1
25451,Synset('inaction.n.01'),4
25452,Synset('isomerism.n.01'),1
25453,Synset('maturity.n.02'),2
25454,Synset('merchantability.n.01'),1
25455,Synset('motionlessness.n.01'),2
25456,Synset('neotony.n.01'),1
25457,Synset('obligation.n.02'),2
25458,Synset('omnipotence.n.01'),1
25459,Synset('order.n.03'),7
25460,Synset('ownership.n.03'),1
25461,Synset('perfection.n.01'),1
25462,Synset('polyvalence.n.01'),1
25463,Synset('readiness.n.01'),2
25464,Synset('relationship.n.02'),3
25465,Synset('representation.n.04'),1
25466,Synset('separation.n.01'),5
25467,Synset('skillfulness.n.01'),6
25468,Synset('temporary_state.n.01'),7
25469,Synset('turgor.n.01'),1
25470,Synset('union.n.04'),7
25471,Synset('utopia.n.02'),1
25472,Synset('crown_glass.n.01'),1
25473,Synset('ground_glass.n.02'),1
25474,Synset('natural_glass.n.01'),1
25475,Synset('optical_glass.n.01'),1
25476,Synset('safety_glass.n.01'),1
25477,Synset('soluble_glass.n.01'),1
25478,Synset('wire_glass.n.01'),1
25479,Synset('logical_positivist.n.01'),1
25480,Synset('address.n.04'),1
25481,Synset('elocution.n.01'),1
25482,Synset('prosody.n.01'),3
25483,Synset('tone.n.01'),1
25484,Synset('fingerpost.n.01'),1
25485,Synset('tallyman.n.01'),1
25486,Synset('vice_chairman.n.01'),1
25487,Synset('blue_murder.n.01'),1
25488,Synset('catcall.n.01'),1
25489,Synset('halloo.n.01'),1
25490,Synset('hosanna.n.01'),1
25491,Synset('scream.n.01'),1
25492,Synset('whoop.n.01'),1
25493,Synset('yodel.n.01'),1
25494,Synset('pure_imaginary_number.n.01'),1
25495,Synset('numerator.n.01'),1
25496,Synset('match.n.09'),1
25497,Synset('legate.n.01'),1
25498,Synset('housing_commissioner.n.01'),1
25499,Synset('police_commissioner.n.01'),1
25500,Synset('abfarad.n.01'),1
25501,Synset('microfarad.n.01'),1
25502,Synset('picofarad.n.01'),1
25503,Synset('illumination_unit.n.01'),1
25504,Synset('luminous_flux_unit.n.01'),1
25505,Synset('nan.n.01'),1
25506,Synset('blastocyte.n.01'),1
25507,Synset('fibroblast.n.01'),1
25508,Synset('osteoblast.n.01'),1
25509,Synset('barrier_reef.n.01'),1
25510,Synset('administration.n.02'),6
25511,Synset('church.n.04'),1
25512,Synset('colony.n.01'),1
25513,Synset('corps.n.02'),1
25514,Synset('electoral_college.n.01'),1
25515,Synset('inspectorate.n.01'),1
25516,Synset('leadership.n.02'),2
25517,Synset('militia.n.02'),1
25518,Synset('opposition.n.05'),1
25519,Synset('panel.n.04'),1
25520,Synset('registration.n.02'),1
25521,Synset('sacred_college.n.01'),1
25522,Synset('staff.n.03'),1
25523,Synset('university.n.01'),1
25524,Synset('espionage_network.n.01'),1
25525,Synset('reticulum.n.02'),2
25526,Synset('cotter.n.01'),1
25527,Synset('concubine.n.01'),1
25528,Synset('orderer.n.02'),1
25529,Synset('genuflection.n.01'),1
25530,Synset('salaam.n.01'),1
25531,Synset('climax.n.01'),1
25532,Synset('crisis.n.02'),1
25533,Synset('milestone.n.02'),1
25534,Synset('reality_check.n.01'),1
25535,Synset('coupon.n.01'),1
25536,Synset('statement.n.07'),3
25537,Synset('shape.n.04'),1
25538,Synset('free_nerve_ending.n.01'),1
25539,Synset('proprioceptor.n.01'),1
25540,Synset('land.n.01'),1
25541,Synset('active_trust.n.01'),1
25542,Synset('charitable_trust.n.01'),1
25543,Synset('direct_trust.n.01'),1
25544,Synset('implied_trust.n.01'),1
25545,Synset('passive_trust.n.01'),1
25546,Synset('spendthrift_trust.n.01'),1
25547,Synset('voting_trust.n.01'),1
25548,Synset('alizarin_yellow.n.01'),1
25549,Synset('aniline_dye.n.01'),1
25550,Synset('basic_dye.n.01'),1
25551,Synset('cochineal.n.01'),1
25552,Synset('direct_dye.n.01'),1
25553,Synset('fluorochrome.n.01'),1
25554,Synset('kendal_green.n.01'),1
25555,Synset('quercitron.n.01'),1
25556,Synset('safranine.n.01'),1
25557,Synset('vat_dye.n.01'),1
25558,Synset('argent.n.01'),1
25559,Synset('andradite.n.01'),1
25560,Synset('cinnamon_stone.n.01'),1
25561,Synset('rhodolite.n.01'),1
25562,Synset('paragonite.n.01'),1
25563,Synset('banana_peel.n.01'),1
25564,Synset('lemon_peel.n.01'),1
25565,Synset('double_chin.n.01'),1
25566,Synset('abdominal_cavity.n.01'),1
25567,Synset('antrum.n.01'),1
25568,Synset('armpit.n.01'),1
25569,Synset('buccal_cavity.n.01'),1
25570,Synset('cecum.n.01'),1
25571,Synset('chamber.n.02'),4
25572,Synset('cloaca.n.01'),1
25573,Synset('eye_socket.n.01'),1
25574,Synset('locule.n.01'),1
25575,Synset('mediastinum.n.01'),1
25576,Synset('nasal_cavity.n.01'),1
25577,Synset('oropharynx.n.01'),1
25578,Synset('pelvis.n.02'),1
25579,Synset('peritoneal_cavity.n.01'),1
25580,Synset('pleural_cavity.n.01'),1
25581,Synset('sac.n.04'),7
25582,Synset('socket.n.01'),1
25583,Synset('uterine_cavity.n.01'),1
25584,Synset('ventricle.n.01'),1
25585,Synset('glans_clitoridis.n.01'),1
25586,Synset('craniometric_point.n.01'),1
25587,Synset('carpal_tunnel.n.01'),1
25588,Synset('epicardia.n.01'),1
25589,Synset('fauces.n.01'),1
25590,Synset('meatus.n.01'),1
25591,Synset('root_canal.n.01'),1
25592,Synset('sinusoid.n.01'),1
25593,Synset('zonule.n.01'),1
25594,Synset('mimic.n.01'),1
25595,Synset('varnisher.n.01'),1
25596,Synset('siege.n.01'),1
25597,Synset('conscription.n.01'),1
25598,Synset('breeding.n.03'),1
25599,Synset('a.n.06'),1
25600,Synset('alpha.n.01'),1
25601,Synset('ayin.n.01'),1
25602,Synset('beta.n.01'),1
25603,Synset('block_letter.n.01'),1
25604,Synset('chi.n.02'),1
25605,Synset('d.n.03'),1
25606,Synset('delta.n.03'),1
25607,Synset('digraph.n.01'),1
25608,Synset('epsilon.n.01'),1
25609,Synset('f.n.04'),1
25610,Synset('gamma.n.01'),1
25611,Synset('h.n.04'),1
25612,Synset('heth.n.01'),1
25613,Synset('initial.n.01'),1
25614,Synset('j.n.02'),1
25615,Synset('kaph.n.01'),1
25616,Synset('l.n.04'),1
25617,Synset('lamedh.n.01'),1
25618,Synset('mem.n.01'),1
25619,Synset('n.n.05'),1
25620,Synset('nun.n.03'),1
25621,Synset('omega.n.02'),1
25622,Synset('p.n.02'),1
25623,Synset('phi.n.01'),1
25624,Synset('polyphone.n.01'),1
25625,Synset('q.n.01'),1
25626,Synset('r.n.03'),1
25627,Synset('rho.n.01'),1
25628,Synset('sadhe.n.01'),1
25629,Synset('shin.n.03'),1
25630,Synset('sin.n.05'),1
25631,Synset('tau.n.01'),1
25632,Synset('teth.n.01'),1
25633,Synset('u.n.03'),1
25634,Synset('v.n.04'),1
25635,Synset('w.n.04'),1
25636,Synset('x.n.02'),1
25637,Synset('y.n.02'),1
25638,Synset('z.n.02'),1
25639,Synset('zeta.n.01'),1
25640,Synset('beauty.n.03'),1
25641,Synset('pattern.n.05'),1
25642,Synset('arithmetic_mean.n.01'),1
25643,Synset('harmonic_mean.n.01'),1
25644,Synset('acherontia.n.01'),1
25645,Synset('actias.n.01'),1
25646,Synset('adelges.n.01'),1
25647,Synset('aleyrodes.n.01'),1
25648,Synset('amphibolips.n.01'),1
25649,Synset('anagasta.n.01'),1
25650,Synset('andricus.n.01'),1
25651,Synset('anopheles.n.01'),1
25652,Synset('anthidium.n.01'),1
25653,Synset('apatura.n.01'),1
25654,Synset('aphrophora.n.01'),1
25655,Synset('aranea.n.01'),1
25656,Synset('argynnis.n.01'),1
25657,Synset('arilus.n.01'),1
25658,Synset('artemia.n.01'),1
25659,Synset('astacus.n.01'),1
25660,Synset('automeris.n.01'),1
25661,Synset('bemisia.n.01'),1
25662,Synset('blatta.n.01'),1
25663,Synset('blissus.n.01'),1
25664,Synset('bombyx.n.01'),1
25665,Synset('bruchus.n.01'),1
25666,Synset('callimorpha.n.01'),1
25667,Synset('calliphora.n.01'),1
25668,Synset('camponotus.n.01'),1
25669,Synset('caprella.n.01'),1
25670,Synset('catacala.n.01'),1
25671,Synset('ceratitis.n.01'),1
25672,Synset('cetonia.n.01'),1
25673,Synset('chelifer.n.01'),1
25674,Synset('chorizagrotis.n.01'),1
25675,Synset('corixa.n.01'),1
25676,Synset('crangon.n.01'),1
25677,Synset('cryptotermes.n.01'),1
25678,Synset('culex.n.01'),1
25679,Synset('cyamus.n.01'),1
25680,Synset('dactylopius.n.01'),1
25681,Synset('dendroctonus.n.01'),1
25682,Synset('dermatobia.n.01'),1
25683,Synset('dysdercus.n.01'),1
25684,Synset('echidnophaga.n.01'),1
25685,Synset('epilachna.n.01'),1
25686,Synset('eumenes.n.01'),1
25687,Synset('fenusa.n.01'),1
25688,Synset('formica.n.02'),1
25689,Synset('galleria.n.01'),1
25690,Synset('gelechia.n.01'),1
25691,Synset('genus_architeuthis.n.01'),1
25692,Synset('genus_cicada.n.01'),1
25693,Synset('genus_cyclops.n.01'),1
25694,Synset('genus_diapheromera.n.01'),1
25695,Synset('genus_glossina.n.01'),1
25696,Synset('genus_peripatus.n.01'),1
25697,Synset('genus_sciara.n.01'),1
25698,Synset('genus_thrips.n.01'),1
25699,Synset('geophilus.n.01'),1
25700,Synset('haematobia.n.01'),1
25701,Synset('hippobosca.n.01'),1
25702,Synset('homarus.n.01'),1
25703,Synset('hyalophora.n.01'),1
25704,Synset('hypoderma.n.01'),1
25705,Synset('ixodes.n.01'),1
25706,Synset('lasiocampa.n.01'),1
25707,Synset('lepas.n.01'),1
25708,Synset('leptinotarsa.n.01'),1
25709,Synset('limenitis.n.01'),1
25710,Synset('liposcelis.n.01'),1
25711,Synset('loxostege.n.01'),1
25712,Synset('lycaena.n.01'),1
25713,Synset('lygus.n.01'),1
25714,Synset('macrocheira.n.01'),1
25715,Synset('magicicada.n.01'),1
25716,Synset('malacosoma.n.01'),1
25717,Synset('mastigoproctus.n.01'),1
25718,Synset('mayetiola.n.01'),1
25719,Synset('melanoplus.n.01'),1
25720,Synset('melophagus.n.01'),1
25721,Synset('menopon.n.01'),1
25722,Synset('monochamus.n.01'),1
25723,Synset('musca.n.02'),1
25724,Synset('myrmeleon.n.01'),1
25725,Synset('nepa.n.01'),1
25726,Synset('noctua.n.01'),1
25727,Synset('notonecta.n.01'),1
25728,Synset('oecanthus.n.01'),1
25729,Synset('oniscus.n.01'),1
25730,Synset('ovalipes.n.01'),1
25731,Synset('palaemon.n.01'),1
25732,Synset('palinurus.n.01'),1
25733,Synset('paralithodes.n.01'),1
25734,Synset('peneus.n.01'),1
25735,Synset('periplaneta.n.01'),1
25736,Synset('philaenus.n.01'),1
25737,Synset('phlebotomus.n.02'),1
25738,Synset('phthorimaea.n.01'),1
25739,Synset('phylloxera.n.01'),1
25740,Synset('pineus.n.01'),1
25741,Synset('planococcus.n.01'),1
25742,Synset('poecilocapsus.n.01'),1
25743,Synset('polyergus.n.01'),1
25744,Synset('popillia.n.01'),1
25745,Synset('portunus.n.01'),1
25746,Synset('prociphilus.n.01'),1
25747,Synset('pseudococcus.n.01'),1
25748,Synset('pulex.n.01'),1
25749,Synset('pyrausta.n.01'),1
25750,Synset('ranatra.n.01'),1
25751,Synset('rhagoletis.n.01'),1
25752,Synset('samia.n.01'),1
25753,Synset('sarcoptes.n.01'),1
25754,Synset('sceliphron.n.01'),1
25755,Synset('scutigera.n.01'),1
25756,Synset('sialis.n.01'),1
25757,Synset('sitophylus.n.01'),1
25758,Synset('solenopsis.n.01'),1
25759,Synset('spodoptera.n.01'),1
25760,Synset('stenopelmatus.n.01'),1
25761,Synset('tachypleus.n.01'),1
25762,Synset('thermobia.n.01'),1
25763,Synset('tinea.n.02'),1
25764,Synset('trialeurodes.n.01'),1
25765,Synset('tribolium.n.01'),1
25766,Synset('triops.n.01'),1
25767,Synset('trombicula.n.01'),1
25768,Synset('uca.n.01'),1
25769,Synset('vespa.n.01'),1
25770,Synset('xylocopa.n.01'),1
25771,Synset('actiniopteris.n.01'),1
25772,Synset('aglaomorpha.n.01'),1
25773,Synset('anemia.n.03'),1
25774,Synset('arthropteris.n.01'),1
25775,Synset('athyrium.n.01'),1
25776,Synset('blechnum.n.01'),1
25777,Synset('botrychium.n.01'),1
25778,Synset('campyloneurum.n.01'),1
25779,Synset('ceterach.n.01'),1
25780,Synset('cibotium.n.01'),1
25781,Synset('cryptogramma.n.01'),1
25782,Synset('cyathea.n.01'),1
25783,Synset('cyclosorus.n.01'),1
25784,Synset('cystopteris.n.01'),1
25785,Synset('dennstaedtia.n.01'),1
25786,Synset('diacalpa.n.01'),1
25787,Synset('dicranopteris.n.01'),1
25788,Synset('doryopteris.n.01'),1
25789,Synset('drynaria.n.01'),1
25790,Synset('equisetum.n.01'),1
25791,Synset('genus_christella.n.01'),1
25792,Synset('genus_doodia.n.01'),1
25793,Synset('genus_osmunda.n.01'),1
25794,Synset('genus_psilophyton.n.01'),1
25795,Synset('genus_thyrsopteris.n.01'),1
25796,Synset('gleichenia.n.01'),1
25797,Synset('gymnocarpium.n.01'),1
25798,Synset('horneophyton.n.01'),1
25799,Synset('isoetes.n.01'),1
25800,Synset('lastreopsis.n.01'),1
25801,Synset('lomogramma.n.01'),1
25802,Synset('loxoma.n.01'),1
25803,Synset('lygodium.n.01'),1
25804,Synset('marattia.n.01'),1
25805,Synset('matteuccia.n.01'),1
25806,Synset('microgramma.n.01'),1
25807,Synset('mohria.n.01'),1
25808,Synset('oleandra.n.01'),1
25809,Synset('onoclea.n.01'),1
25810,Synset('ophioglossum.n.01'),1
25811,Synset('parathelypteris.n.01'),1
25812,Synset('phegopteris.n.01'),1
25813,Synset('phyllitis.n.01'),1
25814,Synset('pityrogramma.n.01'),1
25815,Synset('pleurosorus.n.01'),1
25816,Synset('polypodium.n.01'),1
25817,Synset('psilotum.n.01'),1
25818,Synset('pteris.n.01'),1
25819,Synset('rhynia.n.01'),1
25820,Synset('sadleria.n.01'),1
25821,Synset('schaffneria.n.01'),1
25822,Synset('selaginella.n.01'),1
25823,Synset('stenochlaena.n.01'),1
25824,Synset('tectaria.n.01'),1
25825,Synset('todea.n.01'),1
25826,Synset('vittaria.n.01'),1
25827,Synset('acorus.n.01'),1
25828,Synset('aegilops.n.01'),1
25829,Synset('agropyron.n.01'),1
25830,Synset('alopecurus.n.01'),1
25831,Synset('andropogon.n.01'),1
25832,Synset('anoectochilus.n.01'),1
25833,Synset('arisaema.n.01'),1
25834,Synset('arundinaria.n.01'),1
25835,Synset('attalea.n.01'),1
25836,Synset('bletilla.n.01'),1
25837,Synset('bouteloua.n.01'),1
25838,Synset('bromelia.n.01'),1
25839,Synset('buchloe.n.01'),1
25840,Synset('calamagrostis.n.01'),1
25841,Synset('calopogon.n.01'),1
25842,Synset('caryota.n.01'),1
25843,Synset('cenchrus.n.01'),1
25844,Synset('ceroxylon.n.01'),1
25845,Synset('cleistes.n.01'),1
25846,Synset('coeloglossum.n.01'),1
25847,Synset('copernicia.n.01'),1
25848,Synset('cortaderia.n.01'),1
25849,Synset('corypha.n.01'),1
25850,Synset('cycnoches.n.01'),1
